CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
93669;Fullcarga;COMERCIAL CATALAN Y LOPEZ LTDA;CALLE LOS CANCILLERES 1539;MAIPU;;338718;6293523;-70.73671114;-33.48582513
93670;Fullcarga;PATRICIO RODRIGO;CALLE EL ALTO 1362 A;MAIPU;;338130;6290938;-70.74274710925307;-33.508750003344474
93672;Fullcarga;PATODOS;LAS TERREZAS 1910 5;MAIPU;;337476;6290807;-70.75056806;-33.51012081
93673;Fullcarga;MIS POLLITOS;AV. NUEVA SAN MARTIN 1701 1;MAIPU;;334490;6289098;-70.78226211367065;-33.52478124303969
93674;Fullcarga;DONA ELENA;LOS TRABAJADORES 1092;MAIPU;;338077;6292959;-70.74294716;-33.49052489
93675;Fullcarga;JUANA FELISA BINE MARIMAN;CENTRAL GONZALO PEREZ LLONA CON PDTE KEN  SN;MAIPU;;337642;6291863;-70.7484454089585;-33.5007075007819
93678;Fullcarga;ALMACEN CHOLI MAIPU;A CANDELARIA 4 2425;MAIPU;;333794;6290287;-70.7905967809617;-33.5109131155152
93680;Fullcarga;EMA LUISA ARIAS ARMIJO MA;PASAJE LUTECIO 1042 ;MAIPU;;334665;6289694;-70.7802661519608;-33.519440833333334
93682;Fullcarga;AMASANDERIA BAHIA MAIPU;CALLE RENATO LABRA COFRE 0478;MAIPU;;336182;6288718;-70.76411339743588;-33.528473346153845
93685;Fullcarga;CLAUDIO MARCELO;AV. LAGO BOLSENA 18601;MAIPU;;333631;6285212;-70.790555;-33.558049
93690;Fullcarga;MATY;SAN ALBERTO 0722;PUENTE ALTO;;354407;6281678;-70.56908340000001;-33.5946929
93695;Fullcarga;TOESCA;ALMIRANTE LATORRE 501;SANTIAGO;;345307;6297136;-70.6644364920527;-33.45404689056716
93697;Fullcarga;ELIDAN;PORTUGAL 445;SANTIAGO;;348050;6297903;-70.6355569986451;-33.4477039986106
93701;Fullcarga;MINIMARKET - COQUIMBO;COQUIMBO 1071;SANTIAGO;;346728;6296852;-70.649194821625;-33.4567028353512
93703;Fullcarga;JUANA CORTES;TEATINOS FRENTE AL 493;SANTIAGO;;346095;6298909;-70.65565904761904;-33.43806261904762
93705;Fullcarga;LIBRERIA PINOCHO - SALVADOR SANFUENTES;CALLE SALVADOR SANFUENTES 2725;SANTIAGO;;344465;6297441;-70.67419649;-33.45135426
93707;Fullcarga;PANAMTUR SANTIAGO;PASEO HUERFANOS 987;SANTIAGO;;346625;6298793;-70.65073311;-33.43947455
93708;Fullcarga;LIBRERIA PINOCHO SANTIAGO;PASAJE ENRIQUE MEIGGS 27;SANTIAGO;;344163;6297465;-70.67744292;-33.45108665
93709;Fullcarga;ERBI STGO PORTUGAL;PORTUGAL 472;SANTIAGO;;348067;6297894;-70.6352191908837;-33.4479135750826
93715;Fullcarga;CONFITERIA LOS PEQUES SAN;CALLE COMPANIA DE JESUS 1089;SANTIAGO;;346471;6298901;-70.65238425;-33.43848368
93718;Fullcarga;ITALMARKET SANTIAGO;AV. VICUNA MACKENNA 299;SANTIAGO;;348219;6298125;-70.6329479166667;-33.44543208333332
93719;Fullcarga;SITEC SANTIAGO;PASEO HUERFANOS 1160 14;SANTIAGO;;346404;6298732;-70.6531167429578;-33.439991034147
93720;Fullcarga;TELCOM;CALLE MONEDA 1025 127;SANTIAGO;;346603;6298532;-70.65101697;-33.44182634
93722;Fullcarga;DUCAL SANTIAGO;CALLE ROSAS 1472;SANTIAGO;;345934;6299177;-70.65809534;-33.43590802
93725;Fullcarga;SANTA TERESITA SANTIAGO;CALLE LIBERTAD 1399;SANTIAGO;;344341;6299895;-70.67510834;-33.42920522
93728;Fullcarga;DULCES TENTACIONES;CALLE VICTORIA 765;SANTIAGO;;347217;6296162;-70.64406463625706;-33.46310314594464
93729;Fullcarga;JEAN PAUL SANTIAGO;AV. CLUB HIPICO 762;SANTIAGO;;345278;6296796;-70.66480647190735;-33.456992661461065
93730;Fullcarga;PROMARKET;PEDRO LAGOS 667;SANTIAGO;;347493;6295964;-70.64167659;-33.46509972
93731;Fullcarga;BOTILLERIA DON CESAR SANT;CALLE NUBLE 1066;SANTIAGO;;346853;6295406;-70.64809484848485;-33.4697559090909
93732;Fullcarga;PAN BEGO - ARTURO PRAT;CALLE ARTURO PRAT 1408;SANTIAGO;;347024;6296106;-70.64690594;-33.46375242
93733;Fullcarga;BRAVO Y JARA LIMITADA SAN;CALLE MARCOLETA 556;SANTIAGO;;347272;6298330;-70.64385126;-33.44374179
93734;Fullcarga;WIDANI SANTIAGO;CALLE SAN PABLO 2223 ;SANTIAGO;;345035;6299293;-70.66775177;-33.43473821
93735;Fullcarga;MINIMARKET SANTIAGO;AV. LIBERTADOR BERNARDO OHIGGINS 758;SANTIAGO;;346958;6298374;-70.64647383441759;-33.44312406752875
93737;Fullcarga;RED SERVICE;NATANIEL COX 810;SANTIAGO;;346439;6296935;-70.65228906249999;-33.455908020833334
93740;Fullcarga;JOSE LUIS MALDONADO MIRAN;CALLE HUERFANOS 859;SANTIAGO;;346785;6298816;-70.6490222634039;-33.4393045527871
93741;Fullcarga;MORITOS SANTIAGO;CALLE MAULE 669;SANTIAGO;;347486;6295824;-70.64179181;-33.46647476
93742;Fullcarga;DON PATO SANTIAGO;SARGENTO ALDEA 975;SANTIAGO;;347051;6295621;-70.6465074295948;-33.4682487878248
93745;Fullcarga;PANADERIA STANDARD STGO;CALLE BASCUNAN GUERRERO 2002;SANTIAGO;;344688;6294980;-70.67146045454543;-33.47327921127945
93746;Fullcarga;PAN SANTIAGO;CALLE HERRERA 1202;SANTIAGO;;344012;6299650;-70.6786025710118;-33.4315266476702
93748;Fullcarga;EVITA;CARMEN 1443;SANTIAGO;;347833;6296170;-70.6380866065667;-33.463472987372
93752;Fullcarga;ALMACEN ZAIR;AV. SAN DIEGO 1111;SANTIAGO;;346794;6296530;-70.6492248565552;-33.4599251722572
93757;Fullcarga;MINIMARKET PIERO;EDUARDO MATTE 1896;SANTIAGO;;347721;6295398;-70.6387620778841;-33.46994977139819
93761;Fullcarga;CIRCULO_NET PENALOLEN;AV. PORTUGAL 813;SANTIAGO;;348123;6297281;-70.63411537037037;-33.4530348148148
93765;Fullcarga;A.B.C.A.D.;AV. ESPANA 704;SANTIAGO;;345023;6296802;-70.66830275;-33.45719226
93766;Fullcarga;LA UNIVERSAL SANTIAGO;CALLE CARMEN 1702;SANTIAGO;;347893;6295692;-70.6368669047619;-33.46732404761905
93767;Fullcarga;EL ARCA DE NOE SANTIAGO;CALLE SAN PABLO 2019;SANTIAGO;;345271;6299307;-70.66520443;-33.43464144
93770;Fullcarga;NELIDA JEANNETTE DEL PILA;CALLE ARAUCO 178;SANTIAGO;;348749;6295380;-70.62846891;-33.47054878
93774;Fullcarga;DANY SANTIAGO;CALLE BERTA FERNANDEZ 2298;SANTIAGO;;347906;6294860;-70.63686157706094;-33.47483109318996
93775;Fullcarga;PRALINE;OBISPO MIGUEL DE OLIVARES 1422 A;SANTIAGO;;346167;6297684;-70.6550942329928;-33.4491177398052
93778;Fullcarga;RAUL SALINAS SANTIAGO;CALLE ARTURO PRAT 970 A;SANTIAGO;;346874;6296783;-70.6476350002688;-33.457343604946246
93779;Fullcarga;PARINACOTA JOYAS SANTIAGO;CALLE MONJITAS 879 192;SANTIAGO;;346666;6299009;-70.64949262525671;-33.437247020789904
93780;Fullcarga;PROIN SANTIAGO;AV. RICARDO CUMMING 51;SANTIAGO;;344993;6298089;-70.66764629629628;-33.44529657407408
93783;Fullcarga;GREEN LIV SANTIAGO;CALLE SALVADOR SANFUENTES 2126;SANTIAGO;;345252;6297643;-70.66493606198469;-33.44935125374885
93785;Fullcarga;LOS TOPOS;AV. VIEL 1989;SANTIAGO;;346108;6295054;-70.65617722222223;-33.47282291666667
93787;Fullcarga;VANESSA;CALLE SANTA MARGARITA 1701 ;SANTIAGO;;344182;6295516;-70.676811008;-33.468377989
93804;Fullcarga;DIARIOS Y REVISTAS;AV. LIBERTADOR BERNARDO OHIGGINS 672;SANTIAGO;;347055;6298390;-70.6454169282518;-33.44287674659216
93808;Fullcarga;SAN TOMAS;SAN FRANCISCO 10485;LA PINTANA;;346344;6285874;-70.65521856301571;-33.55573688146746
93809;Fullcarga;FRANCESCA - CERRO NAVIA;RODAS 7255;CERRO NAVIA;;338646;6300622;-70.73544845833334;-33.42152708333333
93821;Fullcarga;OASIS - LA FLORIDA;CALLE SAN JORGE 265 1;LA FLORIDA;;353367;6285608;-70.5796277082092;-33.55900749139357
93834;Fullcarga;TODO EN UNO;10 DE JULIO 1121;SANTIAGO;;346619;6297125;-70.65031933333336;-33.454219833333354
93835;Fullcarga;GABE;SANTA CONSUELO 1750;LA PINTANA;;346976;6285112;-70.64853575757576;-33.56257954545453
93837;Fullcarga;LA CASERITA;4 ORIENTE 547;QUILICURA;;340193;6306144;-70.71783833684874;-33.37197094594763
93844;Fullcarga;CAVA;VALLE DEL SOL 05614;PUENTE ALTO;;355215;6285837;-70.55969;-33.5571916666667
93845;Fullcarga;MARIA ANGELICA - PUDAHUEL;AV LA ESTRELLA 1357;PUDAHUEL;;337262;6299388;-70.75055553030305;-33.43244045454544
93857;Fullcarga;KIOSKO CRISTIAN;JAIME GUZMAN 3080;PROVIDENCIA;;351507;6298229;-70.5975639814815;-33.4449563888889
93883;Fullcarga;CENTRO DE LLAMADOS - SANTIAGO;DIAGONAL CERVANTES 773;SANTIAGO;;346700;6299349;-70.64908408022902;-33.434300141531246
93900;Fullcarga;ALEJANDRA;FRAY ANDRES 109;LA REINA;;357689;6297360;-70.53121099999998;-33.45363566666667
93986;Fullcarga;KIOSKO - PROVIDENCIA;AV. NUEVA PROVIDENCIA FRENTE AL 2096;PROVIDENCIA;;350235;6300572;-70.61086053599999;-33.42365639666667
93989;Fullcarga;LUCRI;CALLE NORTE 2139;CONCHALI;;343776;6304580;-70.67960918128196;-33.38659809551981
93990;Fullcarga;VICTORIA ILUSION;PABLO URZUA 1511;INDEPENDENCIA;;345460;6303007;-70.66178335893305;-33.40102402874461
93993;Fullcarga;JORGE RUBIO;ESCUELA AGRICOLA 2419;MACUL;;350647;6293141;-70.60767074606537;-33.490826202087284
93995;Fullcarga;ELENA;RENGO 10333;EL BOSQUE;;343538;6286214;-70.68537424603426;-33.552257386000406
93996;Fullcarga;LA PANCHITA;CATALINA DE LOS RIOS 1957;CONCHALI;;343072;6305581;-70.68699751633986;-33.37747418300655
94018;Fullcarga;LOS PEQUES;CALLE LARGA 325;EL BOSQUE;;344028;6284546;-70.68039134646271;-33.567368711380375
94022;Fullcarga;KAMMY;AV. PADRE HURTADO 12683;EL BOSQUE;;345254;6276161;-70.66863322396817;-33.64303454372424
94037;Fullcarga;J Y P;AV. ISLA ADELAIDA 8599;LA FLORIDA;;350457;6287547;-70.61063706349208;-33.54111761904761
94042;Fullcarga;MICHAEL;AV. LAGUNA SUR 8360;PUDAHUEL;;337172;6296317;-70.7520886943299;-33.46022417055632
94056;Fullcarga;MARINOE;HECTOR FUENZALIDA 1769;MAIPU;;335000;6287791;-70.77701011517894;-33.53664861205122
94061;Fullcarga;EL PROGRESO;VICTOR CUCCUINI 299;RECOLETA;;347764;6302708;-70.637065;-33.4040516666667
94064;Fullcarga;AVICOLA FEMIX;OSVALDO LIRA 253;QUILICURA;;339952;6306539;-70.72035750000003;-33.368373333333324
94066;Fullcarga;CATITA;SALOMON CORVALAN 1650;CERRO NAVIA;;338638;6300866;-70.73549500000001;-33.419321854460094
94097;Fullcarga;PILAR DE CAUQUENES;GAMERO 1266 B;INDEPENDENCIA;;345962;6300822;-70.6567611986075;-33.420795717844754
94098;Fullcarga;LAURA PAMELA;ECHEVERRIA 1071;INDEPENDENCIA;;346220;6300348;-70.65406300813008;-33.42510686991869
94100;Fullcarga;LOS PAPIS;LOS OLMOS 3967;MACUL;;352199;6294367;-70.59076;-33.479875
94103;Fullcarga;GIRASOL;AV. SUR 1237 ;MAIPU;;335280;6289509;-70.77369006106713;-33.52131227300468
94104;Fullcarga;EL SOL AZUL;ISABEL CARRERA 5775;CONCHALI;;344086;6306007;-70.67602623953043;-33.37377414327092
94106;Fullcarga;LIQUIDADORA VICVAL;PEDRO FONTOVA 6277 ;HUECHURABA;;344551;6307749;-70.67072666611706;-33.358143667156696
94107;Fullcarga;LAYKA;PJE. LAYKA 740;MAIPU;;333181;6289261;-70.7963165625;-33.523110384999995
94109;Fullcarga;EL ROSARIO;SANTA MARTA 1206;SAN BERNARDO;;344591;6281786;-70.67480108333332;-33.592217999999995
94110;Fullcarga;UNKUANTOHAY;CAMINO A RINCONADA 1900 INTERIOR;MAIPU;;334367;6291033;-70.78322806347565;-33.507436523392094
94120;Fullcarga;EL RUBIO;PLAZA DE ABASTO TIRSO DE MOLINA 750 LOC.102;RECOLETA;;346566;6299626;-70.650474;-33.431779
94121;Fullcarga;OSCAR CUEVAS;PRIMERA TRANSVERSAL 2100;MAIPU;;337175;6291034;-70.75300709224635;-33.5077447521
94122;Fullcarga;RSV ENTRETENIMIENTOS EIRL - LO PRADO;SAN PABLO 6036;LO PRADO;;340105;6298152;-70.72020054330284;-33.44400662169373
94123;Fullcarga;AMARANTA;AV. SENADOR JAIME GUZMAN 3292;RENCA;;342768;6302910;-70.69073112619989;-33.40150351533784
94124;Fullcarga;SONIA SOLIS;GAMERO 1737;INDEPENDENCIA;;345324;6300691;-70.6636363931824;-33.42188139088199
94126;Fullcarga;MARTA SANTIBAÑEZ;CALLE GABRIELA MISTRAL 4619;SAN JOAQUIN;;348884;6292258;-70.62677643660969;-33.498428532051285
94130;Fullcarga;JORGE DAVID;LATERAL KENNEDY 9540;VITACURA;;356613;6304751;-70.541615;-33.386964
94131;Fullcarga;JUDITH;INDEPENDENCIA 2251;INDEPENDENCIA;;345475;6302519;-70.66170154761906;-33.40542726190476
94133;Fullcarga;LAS PRINCESAS;LO OVALLE 541;SAN MIGUEL;;346580;6290266;-70.65191261020668;-33.51605333167447
94137;Fullcarga;JUANITO;SAN VICENTE DE PAUL 4421;MACUL;;352472;6292664;-70.58809761914253;-33.4952676732168
94147;Fullcarga;CORAOS;PANGAL 2294;MAIPU;;334090;6291006;-70.786205;-33.50752296568626
94153;Fullcarga;NANYVAN;ANTARES 714;MAIPU;;337653;6292191;-70.74764979011904;-33.497385837380946
94154;Fullcarga;RSV ENTRETENIMIENTOS EIRL - PUDAHUEL;LA ESTRELLA 1025 B;PUDAHUEL;;337053;6298538;-70.75296207095674;-33.440180453265455
94157;Fullcarga;LA PUNTA DE DIAMANTE;LA PALMILLA 4989 A;CONCHALI;;344558;6305252;-70.67109021739131;-33.38065297101448
94159;Fullcarga;SHELL CHILE - HUECHURABA;AV. PEDRO FONTOVA 6739;HUECHURABA;;344623;6307565;-70.6705606170786;-33.360210038962
94180;Fullcarga;SAN ANDRES - PUDAHUEL;ROLANDO PETERSEN 1231 LOC 7;PUDAHUEL;;337342;6299689;-70.74963958333332;-33.42973374999998
94181;Fullcarga;EL TATA NANO;CALLE HERMANOS CARRERA  4311;ESTACION CENTRAL;;342693;6294885;-70.69294644927538;-33.47385079710144
94182;Fullcarga;SANTA TERESITA PENALOLEN;CALLE ICTINOS 1148;PENALOLEN;;354992;6295914;-70.56046365079365;-33.46630710317461
94183;Fullcarga;POLO OPUESTO SANTIAGO;AGUSTINAS 1454;SANTIAGO;;345964;6298522;-70.65713237089122;-33.441530404060806
94191;Fullcarga;URIEL ORDOÑES;AV. VITACURA FRENTE AL 7045;VITACURA;;354474;6304728;-70.56461063541606;-33.3868793912596
94198;Fullcarga;EL RORO - EL BOSQUE;PADRE HURTADO 10057;EL BOSQUE;;345275;6276149;-70.66841879935018;-33.64325574901633
94199;Fullcarga;ROSSY;LOS MORROS 9317;LA CISTERNA;;345303;6287139;-70.6662048744523;-33.5440623832709
94200;Fullcarga;SUPER MARIO;AV. SANTA ROSA 6494;LA GRANJA;;348059;6289746;-70.63608583333333;-33.52095416666665
94201;Fullcarga;LAS PEQUES;RIO GUADIANA 9098;LAS CONDES;;357035;6301942;-70.53752150024262;-33.41222813233223
94219;Fullcarga;SERGIO CAYUPAN;CAMINO LOYOLA 5990;LO PRADO;;340152;6298940;-70.7195689553342;-33.4370267930597
94220;Fullcarga;SANDRA TAPIA;AV. PRESIDENTE SALVADOR ALLENDE 5603;HUECHURABA;;348662;6305710;-70.62690822114224;-33.37711113888245
94222;Fullcarga;ESTESY Y BENJY;SAN LUIS 0389 A;QUILICURA;;337510;6306852;-70.74653307017542;-33.365184473684224
94223;Fullcarga;LA ESTRELLITA;NONATO COO 1646;PUENTE ALTO;;354631;6281638;-70.5666656451613;-33.59497629032259
94225;Fullcarga;COMODIN;VICUÑA MACKENNA 4860;MACUL;;349924;6292187;-70.61560019558871;-33.49921112090397
94226;Fullcarga;LA BOTICA CUBANA;AV RECOLETA 432;RECOLETA;;346941;6300031;-70.64636242800366;-33.4280649501528
94229;Fullcarga;EL BROTHER;CALLE NUEVA DOS 3398;MACUL;;352964;6293514;-70.5826709649123;-33.4876654385965
94252;Fullcarga;KIOSCO - NUNOA;RAMON CRUZ MONTT 1569 ;NUNOA;;352997;6295516;-70.58199050465898;-33.46962532723671
94254;Fullcarga;PLAZA LILLO;EDUARDO CASTILLO VELASCO 2291;NUNOA;;350612;6296747;-70.6074331757347;-33.4581991801168
94258;Fullcarga;SANTA GEMITA - LA GRANJA;SANTA ANA 0362;LA GRANJA;;348733;6289357;-70.62889854609928;-33.52456294326241
94259;Fullcarga;COMERCIAL FRENTE FRIA;SAN CARLOS DE APOQUINDO 12455;LAS CONDES;;360444;6303823;-70.500586;-33.395837
94363;Fullcarga;FARMACIA LORENA;ISABEL LA CATOLICA 6113;LAS CONDES;;354653;6300457;-70.56337088888888;-33.42530344444445
94364;Fullcarga;WELLA;JOSE MIGUEL INFANTE 6134;RENCA;;338419;6302230;-70.73760307192703;-33.40699402773937
94365;Fullcarga;NUEVO AMANECER;RENE OLIVARES BECERRA 2621;MAIPU;;334185;6287338;-70.7858708665093;-33.5406041964021
94373;Fullcarga;CRISTI;CAMPANARIO 1602;CONCHALI;;344219;6304756;-70.67481912698416;-33.38507904761904
94376;Fullcarga;GIPSLIN;UNO SUR 0317;MAIPU;;337361;6291240;-70.750961111;-33.505913414
94379;Fullcarga;DONDE CARLITOS;PASAJE CALISAMA 668;HUECHURABA;;343004;6307437;-70.6874063129508;-33.3607254152456
94380;Fullcarga;CONI;PORVENIR 1153;MAIPU;;335368;6291759;-70.77231857142857;-33.50092595238096
94389;Fullcarga;FLORES HERMANOS;FARIÑA 414;RECOLETA;;346592;6300137;-70.6501027922619;-33.4270652077381
94390;Fullcarga;MA Y CE;MARIANO SANCHEZ FONTECILLA 10900;PENALOLEN;;355378;6294641;-70.55651725799869;-33.47795089470105
94399;Fullcarga;DELMA;MANUEL ANTONIO MATTA 947;SANTIAGO;;346969;6296569;-70.6466500114554;-33.4592881285244
94401;Fullcarga;DONDE JUANITO CONCHALI;CALLE EL OLIVO 1257 ;CONCHALI;;345531;6304328;-70.66154426;-33.38941315
94405;Fullcarga;JANO;AV GRECIA 6999 ;PENALOLEN;;354983;6295226;-70.56067175;-33.4725138333333
94407;Fullcarga;BELEN - LA PINTANA;CALLE A 1257;LA PINTANA;;347830;6282884;-70.6397240899782;-33.5827883665035
94410;Fullcarga;JORGE ORTIZ;HUERFANOS  FRENTE AL 686;SANTIAGO;;346941;6298790;-70.64657125;-33.4392561944444
94413;Fullcarga;KATALINA;PASAJE ARES 999;RENCA;;338053;6301978;-70.7415856944444;-33.4092126851852
94415;Fullcarga;DON OSVALDO;SAN PABLO 8723 A;PUDAHUEL;;337021;6298105;-70.75337389452;-33.4439706569736
94416;Fullcarga;EL AVE DEL PARAISO;BARROS ARANA 2285;SAN BERNARDO;;341662;6279168;-70.7068219047619;-33.615395
94417;Fullcarga;TOMAS NET;BRASIL 7802;RENCA;;337411;6303140;-70.74828150700853;-33.39874961523304
94439;Fullcarga;MIS TESOROS;PASAJE ERNESTO SABATO 3848;PUENTE ALTO;;354947;6284573;-70.5627842267694;-33.5685559094513
94441;Fullcarga;LO ALMENDRO LTDA;GRECIA 1910;NUNOA;;350199;6296311;-70.6119503942558;-33.4620694163957
94444;Fullcarga;PATRICIA MORA;CIRCUNVALACION 01991;PUENTE ALTO;;356174;6279597;-70.55037;-33.6135866666667
94457;Fullcarga;VERONICA - NUNOA;JOSE PEDRO ALESSANDRI FRENTE AL 1132;NUNOA;;351492;6296005;-70.5980997477668;-33.4650070828735
94505;Fullcarga;CAPACOM;FERMIN VIVACETA 0472;MAIPU;;334721;6287980;-70.779982;-33.53489761
94511;Fullcarga;PIN PON;MAIPU 1858;MAIPU;;334466;6291204;-70.78212816;-33.5057887
94513;Fullcarga;DILAN Y JAVIERA;PASAJE 40  6509;LO PRADO;;342614;6294698;-70.6938267861771;-33.4755194236823
94533;Fullcarga;LAS TRES ANGELITAS;PADRE HURTADO 12647;EL BOSQUE;;345254;6276160;-70.66863028791707;-33.64303757964229
94535;Fullcarga;LA CHOLITA - PUENTE ALTO;LA LECHERIA 3257;PUENTE ALTO;;350215;6278173;-70.614821131746;-33.6256063
94541;Fullcarga;EL JUMBITO;LOS TILOS 1544;SAN RAMON;;347521;6289108;-70.6419847388889;-33.5266350575556
94547;Fullcarga;LOS VINEDOS DEL CONSISTORIAL;BATLLE Y ORDONEZ 4343;NUNOA;;352627;6297525;-70.58563183;-33.45145725
94550;Fullcarga;AIRE;LOS SUSPIROS 0227;PUENTE ALTO;;342624;6276433;-70.6969339254872;-33.6401920382913
94551;Fullcarga;ISRAEL;BENOZZO GOZZOLLI 5596;SAN JOAQUIN;;348734;6291106;-70.62858748;-33.50879049
94553;Fullcarga;AYLIN;ALCALDE FERNANDO CASTILLO VELASCO 9075;LA REINA;;357041;6297561;-70.53815780533215;-33.45184577623026
94556;Fullcarga;PATO  ;ISLA OWEN 8742;PUDAHUEL;;336308;6296009;-70.7614270967742;-33.462754139785
94557;Fullcarga;ERBI PROVIDENCIA;EL AGUILUCHO 3420;PROVIDENCIA;;351670;6298479;-70.5957698;-33.44272855
94559;Fullcarga;ERBI CONCHALI;INDEPENDENCIA 6117;CONCHALI;;342872;6306713;-70.6889545833333;-33.3672358333333
94560;Fullcarga;ERBI MACUL;MAYOR ABE 3445;MACUL;;352055;6294894;-70.592226;-33.475214
94561;Fullcarga;ERBI LAS CONDES 2;NAPOLEON 2943;LAS CONDES;;351383;6301155;-70.5984194865559;-33.4185631613021
94562;Fullcarga;ERBI PEDRO AGUIRRES CERDA;QUIAPO 3049;PEDRO A. CERDA;;344280;6294212;-70.6759853975238;-33.480144361128
94563;Fullcarga;ERBI SAN DIEGO;SAN DIEGO 352;SANTIAGO;;346594;6297614;-70.65051953099167;-33.44991970249155
94564;Fullcarga;ERBI SAN DIEGO 2;SAN DIEGO 936;SANTIAGO;;346705;6296747;-70.6494627777778;-33.4576433333333
94565;Fullcarga;ERBI SAN PABLO;SAN PABLO 5898;LO PRADO;;340524;6298282;-70.71567707841366;-33.44301836204062
94566;Fullcarga;ERBI SAN BERNARDO;PORTALES 4290 ;SAN BERNARDO;;341599;6276556;-70.7079575418484;-33.6389285557048
94567;Fullcarga;ERBI LA CISTERNA;GRAN AV. 8101;LA CISTERNA;;345688;6288860;-70.6617581166526;-33.5286061412902
94570;Fullcarga;LAS CARMELITAS;MEXICO  FRENTE AL 607;RECOLETA;;347169;6302230;-70.64353737;-33.40827559
94571;Fullcarga;ANGELITO  ;FRANCISCO MENESES 1598;NUNOA;;349722;6295586;-70.61721062583872;-33.46853468613455
94585;Fullcarga;M Y C;CLAUDIO VICUÑA 3809;QUINTA NORMAL;;343482;6300111;-70.683554;-33.426962
94587;Fullcarga;NELIDA;CRETA 3070;PUENTE ALTO;;351462;6282156;-70.600722283035;-33.589863228519
94589;Fullcarga;BENJAMIN Y ROCIO Y CONSTANZA;PALENA 599;ESTACION CENTRAL;;341394;6295284;-70.70684318;-33.47005662
94591;Fullcarga;EL GRIFO-RECOLETA;EINSTEIN 0280;RECOLETA;;348473;6302473;-70.6294773278772;-33.4062642122019
94592;Fullcarga;DON OSCAR;EMILIA TELLEZ 5050 A ;NUNOA;;353294;6298547;-70.5782927246974;-33.4423386928992
94593;Fullcarga;PERLA;IRARRAZAVAL 3346;NUNOA;;351669;6297096;-70.59602002671156;-33.45530495788443
94596;Fullcarga;LAS CUATRO JEHOVA;INDEPENDENCIA 3898;CONCHALI;;344336;6303993;-70.6742662054017;-33.3923768595719
94599;Fullcarga;DONDE EL PABLO;RIO VOLCAN 3759;PUENTE ALTO;;349477;6279410;-70.6225630313095;-33.6143435875552
94600;Fullcarga;ROSITA - RECOLETA;SANTA MONICA 189;RECOLETA;;348404;6303367;-70.63007150924268;-33.39820039947598
94601;Fullcarga;CHAVITA;SANTA CLARA 5715;SAN MIGUEL;;347212;6291078;-70.6449711507936;-33.5088232142857
94603;Fullcarga;KATHERINE;JOSE ARRIETA 6768;LA REINA;;355107;6296354;-70.55914753;-33.46235361
94604;Fullcarga;RAQUEL MORA;VITACURA FRENTE AL 3316;VITACURA;;351343;6302557;-70.59861184;-33.40591062
94613;Fullcarga;FABIOLA;RIO CLARO 4265;PUENTE ALTO;;353655;6284841;-70.5766545402299;-33.5659620689655
94725;Fullcarga;FORESTAL;ARTURO PEREZ CANTO 6084;CONCHALI;;342485;6306651;-70.69311777;-33.36773388
94727;Fullcarga;E OASIS;LARRAIN 5952;LA REINA;;354220;6297354;-70.5685283333333;-33.4532227083333
94728;Fullcarga;CAROLINA;CUATRO PONIENTE 1985;MAIPU;;333690;6290509;-70.79061;-33.5119416666667
94730;Fullcarga;CYBERNAUTA;GUSTABO ROSS 1722;MAIPU;;337001;6290622;-70.75494797823949;-33.51143176241501
94733;Fullcarga;ELE PROGRESO;LA RECOBA 10923;LA PINTANA;;350037;6285212;-70.6155518467175;-33.5621153269293
94735;Fullcarga;PROJECTPOINT CHILE;LOS HUSARES 1401;QUILICURA;;340739;6307566;-70.71171649557961;-33.359227676057
94738;Fullcarga;EBEN EZER - LA PINTANA;PROFESOR JULIO CHAVEZ 12743;LA PINTANA;;346213;6283237;-70.65707964072055;-33.579375943127836
94739;Fullcarga;YESSICA;SAMOS 641;PUDAHUEL;;335992;6297779;-70.76450387561135;-33.4467505814238
94743;Fullcarga;WILLIAMS;AV. EL LINQUE 03013;LA PINTANA;;349757;6281867;-70.6191306;-33.5922287333333
94744;Fullcarga;LAS CONTRERAS;SAN FRANCISCO 9376 B;PUDAHUEL;;335800;6299284;-70.7662863091857;-33.4331523342696
94745;Fullcarga;BELEN - CERRO NAVIA;ROMA 6974 A;CERRO NAVIA;;339017;6299927;-70.7315811904762;-33.4278466666667
94752;Fullcarga;PATRICIA - PUENTE ALTO;RIO QUELTEHUE 470;PUENTE ALTO;;349798;6279357;-70.6191159975853;-33.6148645869472
94753;Fullcarga;CRISTOBAL - SAN BERNARDO;PHILIPPE COUSTEAU 12535;SAN BERNARDO;;342039;6284632;-70.7017858333333;-33.5661886111111
94758;Fullcarga;MAXIMARKET;SANATA AMALIA 1033;LA FLORIDA;;353765;6287350;-70.57563127;-33.54375423
94759;Fullcarga;DONDE LA KATITA;ICTINOS 1641;PENALOLEN;;354786;6295360;-70.5627606944444;-33.4712785648148
94766;Fullcarga;PATRICIA - ESTACION CENTRAL;IRENE FREI 3507;ESTACION CENTRAL;;343459;6294715;-70.68473127;-33.47549062
94767;Fullcarga;TIO MANUEL;MIGUEL CLARO 070;PROVIDENCIA;;349253;6299803;-70.62154371504967;-33.430450854656364
